,sample_id,catalog_content,image_link,price
7040,27612,"Item Name: Manuka Health UMF 6+/MGO 115+ Manuka Honey (500g/17.6oz), Superfood, Authentic Raw Honey from New Zealand
Bullet Point 1: More than honey: Manuka Health’s MGO 115+ Manuka Honey is a versatile and potent superfood with powerful natural properties that support you on your journey to holistic wellness
Bullet Point 2: Quality you can taste: Our raw and unpasteurized honey offers a uniquely rich, creamy texture and an aromatic, yet earthy sweetness for you to savor
Bullet Point 3: The magic of Manuka honey: Beyond drizzling on foods as a delicious spread or wholefood sweetener, Manuka honey can be used for skincare treatments, as a digestive soother, and for a natural pre- or post-workout boost
Bullet Point 4: Tested and certified: Our Manuka honey is triple tested to measure MGO (methylglyoxal) levels and is UMF-certified so you can trust you’re only getting authentic, high-quality Manuka honey at your desired potency level
Bullet Point 5: 100% New Zealand origin: Each jar of Manuka honey is made, tested and sealed right here in New Zealand; each jar is fully traceable back to the beekeeper, with a QR code on the lid linking you to your honey’s origin, potency and quality credentials
Value: 17.6
Unit: Ounce
",https://m.media-amazon.com/images/I/71QrL71BqCS.jpg,31.49
43279,76101,"Item Name: SeaSnax Organic Roasted Seaweed Snack Grab and Go, Original, 0.18 Ounce (Pack of 24)
Bullet Point 1: Made with 100% olive oil
Bullet Point 2: Gluten free, vegan
Bullet Point 3: No cholesterol, trans fat, MSG or sugar
Bullet Point 4: Certified organic
Bullet Point 5: Non-GMO project verified
Value: 4.32
Unit: ounce
",https://m.media-amazon.com/images/I/814bwl17q5L.jpg,52.49
41640,252902,"Item Name: Melitta Espresso Café de Europa Classique Medium Roast, Single Cup Coffee for K-Cup Brewers,12 Count
Bullet Point 1: DISC COFFEE PODS: These medium roast coffee pods have aromatic & rich flavor with a velvety finish. Compatible with Keurig style coffee makers. Includes 12 pods.
Bullet Point 2: SINGLE-SERVE BREWING: These Melitta coffee capsules are crafted for use in Keurig style brewing machines designed for k-cups. Not designed for the Keurig VUE brewing system. Indulge in European style gourmet coffee with the convenience of single-serve brewing machine.
Bullet Point 3: MAXIMUM FRESHNESS: Each capsule is enclosed in an outer thermal-sealed pack for ultimate freshness. Our innovative single-serve design allows water to fully saturate the coffee, maximizing flavor extraction. The result is a bold, flavorful coffee experience. 100% recyclable capsule design.
Bullet Point 4: PREMIUM COFFEE: Our roastery produces a range of coffee products from whole bean, ground, flavored, organic & more. Slow roasting our beans & grinding them extra fine, we unlock coffee's rich, full-bodied flavor.
Bullet Point 5: JOIN THE PURSUIT FOR BETTER COFFEE: Melitta is dedicated to providing the ultimate coffee experience with our premium coffee filters, coffee pods, pour-over brewers, coffee makers & premium coffees.
Value: 12.0
Unit: count
",https://m.media-amazon.com/images/I/816XYpX0NgL.jpg,8.89
12759,70780,"Item Name: McCormick Grill Mates Montreal Steak Seasoning, 7 lb (Pack of 3) - Three 7 Pound Containers Montreal Steak Rub Seasoning, Ideal for Steaks, Ribs, Burgers and Vegetables for a Zesty Flavor
Bullet Point 1: BOLD, SAVORY FLAVOR: McCormick Grill Mates Montreal Seasoning delivers bold, authentic taste in a fresh, all-purpose spice blend; this mixture is explicitly designed to pair well with steaks
Bullet Point 2: HIGH QUALITY SPICES: Features an expert blend of spices, garlic and coarsely ground peppers; premium ingredients sourced from an unparalleled global supply chain and packaged for freshness
Bullet Point 3: MADE FOR CHEFS: Made specifically for chefs, McCormick steak seasoning delivers consistent flavor and comes in a 7-pound size perfect for enhancing back-of-house recipes
Bullet Point 4: VERSATILE: Gives foods zesty, unique flavor and is ideal for burgers, ribs and steaks; sprinkle on other dishes, such as vegetables, to add bold flavor and noticeable texture
Bullet Point 5: FEEL GOOD INGREDIENTS: Kosher with no added MSG; all-in-one mix for superior quality you can taste; made with the best herbs and spices for a taste you can see and trust
Value: 112.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91eP+qBm9eL.jpg,37.25
68704,244915,"Item Name: Do It Yourself Wired Roses, Hot Pink, 50 Stems
Product Description: This package contains roses with guard petals. Thorns and leaves have been removed and each rose has been taped and wired for easy shaping.Prices are based on availability and are subject to change due to weather and market conditions.
Value: 50.0
Unit: Count
",https://m.media-amazon.com/images/I/61ejQdO3BiL.jpg,79.98
52027,220123,"Item Name: Godiva Chocolatier Pink Ribbon 36-Piece Assorted Chocolate Gift Box – Gourmet Chocolate Candy Variety Pack – Dark Caramel, Milk Chocolate, Nuts– Gift Basket for Father’s Day, Birthday and Anniversary
Bullet Point 1: ELEVATE YOUR CELEBRATIONS - Transform any event into a truly luxurious experience with Godiva’s 36pc Gold Chocolate Gift Box. This meticulously crafted assortment is the epitome of indulgence, featuring tantalizing milk, silky dark, and creamy white chocolate. Each bite delivers unparalleled flavor, satisfying the most discerning palates. This assorted chocolate gift box is the perfect Father’s Day chocolate for your celebrations.
Bullet Point 2: MASTERFULLY CRAFTED INDULGENCE - Delight in the superior quality of Godiva's chocolates, thoughtfully made with high-grade ingredients and Belgian techniques. This chocolate gift box showcases exquisite flavors and sophisticated texture combinations, leaving an unforgettable impression. Perfect for those who appreciate gourmet chocolate.
Bullet Point 3: GIFT OF PURE ELEGANCE - Present someone special with the epitome of luxurious gifting—Godiva’s elegantly designed gold chocolate box, wrapped in a charming Pink ribbon. This assortment exudes sophistication and warmth, ensuring your gift is as aesthetically pleasing as it is delicious. Celebrate love, appreciation, or special milestones with a confectionary treasure that speaks to the heart.
Bullet Point 4: ENCHANTING VARIETY - Indulge in a symphony of exquisite flavors from Godiva's gourmet chocolate gift box, a sweet Father’s Day surprise or part of a Spring gift basket. Relish in the harmonious blend of creamy pralinés, tangy fruits, and luscious caramels, handpicked to tantalize your taste buds. Each silky piece echoes an unmatched world of richness, making it a perfect gift for holidays, birthdays, thank you, congratulations or other celebrations.
Bullet Point 5: CELEBRATE BELGIAN ARTISTRY - Experience a timeless tradition of chocolate perfection with Godiva, founded in Belgium in 1926; this gourmet chocolate gift box not only boasts intricate designs but a rich heritage in every sumptuous bite. Savor the blend of unique chocolate varieties and premium fillings like creamy pralines and tangy fruits, each echoing the mastery of Belgian techniques; a charming testament to rich chocolate flavors that make a thoughtful gift. A perfect assorted chocolate candy variety pack for those who appreciate high-quality chocolate assortments.
Value: 36.0
Unit: Count
",https://m.media-amazon.com/images/I/71ZGmtwX2VL.jpg,60.0
64769,59774,"Item Name: Primal Kitchen Mustard Dijon Org, 12 Oz (Pack Of 6)
Bullet Point: MUSTARD DIJON ORG
Value: 72.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71DmPXBKltL.jpg,43.49
64775,187527,"Item Name: Lundberg Organic California Sushi Rice -- 2 lbs
Value: 32.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/61FgucHpm-L.jpg,9.68
16841,82916,"Item Name: Miracle Whip Light Dressing (30 oz Jar)
Bullet Point 1: MIRACLE WHIP LIGHT DRESSING: One 30 fl oz jar of Miracle Whip Light Mayo-like Dressing
Bullet Point 2: QUALITY INGREDIENTS: Miracle Whip Light Dressing is made with quality ingredients
Bullet Point 3: ONE OF A KIND TASTE: Miracle Whip Light Dressing is a flavorful ingredient that tastes like light mayonnaise
Bullet Point 4: RICH & CREAMY: Miracle Whip dressing has a rich, creamy texture for easy spreading and dipping
Bullet Point 5: 50% LESS FAT & CALORIES THAN MIRACLE WHIP DRESSING: Contains 20 calories per serving
Bullet Point 6: ADDS COOL & TANGY FLAVOR: Miracle Whip works well as a dressing, dipping sauce or sandwich spread
Bullet Point 7: RESEALABLE JAR: Packaged in a resealable jar
Bullet Point 8: SNAP & EBT ELIGIBLE: This food item is SNAP & EBT eligible
Value: 30.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/71ff6CKi7xL.jpg,5.99
29712,298192,"Item Name: Kikkoman Teriyaki Baste & Glaze With Honey & Pineapple, 12.8-Ounce Bottle (Pack of 3)
Bullet Point: Net Wt. 12.8 oz.
Value: 38.4
Unit: Ounce
",https://m.media-amazon.com/images/I/41QXlBLEgfL.jpg,19.87
33955,118137,"Item Name: Two Bite Lemon Poppyseed Scones, 10 Ounce -- 24 per case.
Value: 240.0
Unit: Ounce
",https://m.media-amazon.com/images/I/41F9D6uWfZL.jpg,174.32
18135,197945,"Item Name: Big Red Zero 2 Liter (2-Pack)
Bullet Point: Sweet Smooth Flavor with Zero Calories
Product Description: 0 Calories Sweet Smooth Flavor Very Low Sodium
Value: 2.0
Unit: Count
",https://m.media-amazon.com/images/I/91ebt2hKFEL.jpg,5.62
66619,56840,"Item Name: Elan Organic Sweet & Salty Mix, 5.3 oz, Non-GMO, Gluten-Free, Vegan, Kosher, Vegan Dark Chocolate, Dried Fruits (Raisins, Dates), Nuts (Roasted Cashews, Roasted Almonds) & Pumpkin Seeds
Bullet Point 1: SWEET & SALTY: Elan Organic Sweet and Salty Mix is a delicious blend of vegan dark chocolate, dates, raisins, coconut chips, pumpkin seeds, cashews, and almonds
Bullet Point 2: GET CREATIVE: Enjoy this mix as a snack or use it as a topping on your favorite yogurt, oatmeal, muffins, and more
Bullet Point 3: REAL NUTRITION: A source of healthy fats, protein, fiber, and essential minerals, this mix is ready to fuel your day while satisfying your sweet and salty cravings
Bullet Point 4: PROUDLY CERTIFIED: Proudly certified organic (USDA & Ecocert), Gluten-Free, and Kosher, ensuring high-quality standards for health-conscious snackers
Bullet Point 5: ALL-NATURAL: Elan Sweet and Salty Mix is GMO-Free, sulphite-free, vegetarian, vegan, and made with all-natural ingredients, making it a wholesome choice for everyone
Bullet Point 6: STORAGE: Keep this snack in a cool, dry place to maintain optimal freshness and flavor
Value: 5.3
Unit: Ounce
",https://m.media-amazon.com/images/I/71k2NADnUxL.jpg,5.99
5212,204363,"Item Name: Gold Sprinkles 8 Ounce - Gold Colored Candy Jimmies For Formal Events_Graduations or Weddings-Perfect For Cupcakes or Cookies
Bullet Point 1: ELEVATE YOUR TREATS WITH GOLD SPRINKLES: Gold sprinkles are visually stunning addition to your treats. Elevate the glamour and sparkle of your desserts with these gold sprinkles, which have become a sought-after choice for embellishing cupcakes, cakes, and other desserts.
Bullet Point 2: MELT IT IN YOUR MOUTH RATHER THAN BITE IT: Gold sprinkles are a delightful addition to any sweet treat, adding a touch of glitter and magic to everything from cupcakes to ice cream sundaes. These tiny, gold have a unique texture that melts in your mouth rather than requiring you to bite down on them. This allows you to fully savor the sweet and crunchy flavor of the sprinkle, letting it slowly dissolve and infuse your taste buds with a burst of sugary goodness
Bullet Point 3: SPRINKLE MAGIC ON YOUR TREATS: Gold sprinkles Bring Glittering Delight to Cupcakes, Ice Cream, and More! These petite celestial gems melt delicately on your tongue, providing an enchanting sensory experience. Revel in their sweet and crunchy goodness as they dissolve, delivering a euphoric burst of sugary bliss to tantalize your taste buds.
Bullet Point 4: Magnify Your Celebrations: Gold sprinkles, a Delicious Delight, and Stunning Decoration for Every Special Occasion. Whether it's a wedding, bridal shower, baby shower, birthday bash, anniversary celebration, or any memorable event, these enchanting gold infuse your treats with irresistible glamour and playful charm. Their shimmering allure and distinct texture are guaranteed to captivate guests of all ages, creating an atmosphere of joy and wonder.
Bullet Point 5: Enhance Your Culinary Aesthetic: Attain Effortless Elegance in Desserts with Re gold sprinkles. Harnessing the ench sprinkles swiftly transcend your creations from ordinary to extraordinary creating an impact that leaves a lasting impression. Ideal for Ice Cream
Bullet Point 6: UNLEASH YOUR INNER ARTIST: Unleash your inner artist with gold sprinkles. Let your creativity soar as you transform desserts into edible canvases. Create captivating designs and patterns, turning every treat into a unique work of art. With an abundance of at your fingertips, your desserts become a masterpiece that ignites joy and wonder. Unleash your imagination and bring out the artist in you with versatile and inspiring gold sprinkles.
Bullet Point 7: PROFESSIONAL-GRADE BAKING AT HOME: Elevate your homemade treats to a whole new level of expertise. These premium sprinkles effortlessly add a professional touch, making your desserts look and taste extraordinary. Impress friends and family with bakery-worthy creations that showcase your skills. With gold sprinkles, you can create stunning and delicious treats like a true baking pro.
Bullet Point 8: SWEET DELIGHTS FOR TINY TASTEMAKERS: Bring kid-friendly fun to the next level with gold sprinkles. Children will be captivated by the playful charm of these edible. Let their imaginations run wild as they sprinkle magic onto cupcakes and cookies. Create lasting memories of joy and laughter with delightful gold sprinkles. Make baking a fun-filled activity for the whole family and watch as little ones' faces light up with delight.
Bullet Point 9: ACHIEVE A STYLISH PRESENTATION WITH GOLD SPRINKLES: Add an elegant and chic touch to your desserts with gold sprinkles. These pristine decorations elevate any treat with sophistication. The gold color exudes timeless charm, making your creations stand out. Achieve a refined and stylish presentation that impresses guests. Gold sprinkles be the secret ingredient that adds an air of elegance to your culinary masterpieces.
Bullet Point 10: SURE TO SATISFY YOU: At Naturejam, we are dedicated to providing you with the good quality products and services. We want to ensure a hassle-free experience for you.
Product Description: Introducing gold sprinkles, the delightful and mesmerizing edible decorations that effortlessly elevate your desserts to new heights of elegance and enchantment. With their eye-catching look and shape, these sprinkles add a touch of glamor and sparkle, turning ordinary treats into extraordinary creations. gold color and the shimmering appearance of these tiny candy create a visually stunning and captivating dessert display that impresses guests of all ages. Not only do gold sprinkles look stunning, but their unique texture and flavor also make them irresistible. They offer a satisfying crunch while melting in your mouth, releasing a burst of sugary goodness that infuses your taste buds with delight. These versatile sprinkles are perfect for decorating cupcakes, cakes, and pies, adding a touch of glamor and magic to any sweet treat. From special occasions like weddings and birthdays to holiday treats, gold sprinkles is the secret ingredient that adds an air of sophistication and fun. So let your imagination soar and bring out your inner artist as you transform desserts into edible canvases using these dazzling . Whether you're a baking pro or baking with your family, gold sprinkles bring joy, wonder, and the ""wow"" factor to your culinary creations. Get ready to sprinkle magic onto your favorite desserts and experience the enchantment of gold sprinkles.
Value: 8.0
Unit: Ounce
",https://m.media-amazon.com/images/I/8177a0f5+hL.jpg,13.99
31391,215948,"Item Name: Herbal Vineyards Wildcrafted Irish Pineapple Sea Moss Gel - Made with Dried Seaweed & Fresh Sea Vegetables, Seamoss - Made in USA
Bullet Point 1: How Long Will My Sea Moss Gel Stay Fresh? Refrigerated sea moss gel will stay fresh for up to 4 weeks. You may also store your sea moss gel in the freezer to prolong shelf life for an additional 2 months.
Bullet Point 2: 100% Wildcrafted Seamoss: Our sea moss gel is sourced from the pristine waters off the coast of St. Lucia, free from pollution and commercial traffic. Made with fresh sea vegetables and premium dried seaweed, it offers a rich texture and potent nutritional benefits, perfect for enhancing your meals and drinks.
Bullet Point 3: Original Sea Moss: Treat your body to one of nature's top superfoods with our wildcrafted sea moss gel, made from fresh sea vegetables. Some people may experience mild digestive discomfort when starting sea moss, so it's best to begin with small servings and gradually increase as your body adjusts.
Bullet Point 4: Herbal Vineyards: At Herbal Vineyards, we offer premium sea vegetables, perfect for vegans seeking a plant-based source of essential nutrients. Our wildcrafted sea moss gel is sustainably harvested, delivering natural, ocean-fresh nutrition in every serving.
Product Description: <p>Discover the pure essence of the ocean with our organic sea moss, a natural sea vegetable known for its versatility in the kitchen. Harvested with care, this sea moss can be easily incorporated into your favorite dishes, adding a unique texture and flavor. Whether you use it in smoothies, soups, or as a thickening agent in recipes, sea moss offers endless culinary possibilities.<br>&nbsp;</p><p>At Herbal Vineyards, we take pride in offering high-quality, certified organic sea moss, sustainably sourced and carefully prepared for your kitchen creations.<br>&nbsp;</p><p>Features:</p><p>Certified Organic Sea Moss<br>Non-GMO Project Verified<br>16oz Jar<br>Ideal for Culinary Use</p>
Value: 16.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/81R2gz0oDfL.jpg,39.98
47925,213574,"Item Name: Corn Nuts Variety Pack 24 pack - Original, Ranch, BBQ, Chile Picante con Limon Crunchy Corn Kernels
Bullet Point 1: Includes 10 Original, 6 Ranch, 4 BBQ, and 4 Chile Picante con Limon (1.7 Ounce)
Bullet Point 2: Do you love corn nuts? Every pack of Corn Nuts Kernels is made with real corn kernels perfectly seasoned to excite your taste buds and provide a flavorful alternative to chips or crackers
Bullet Point 3: On-the-go snacking for any occasion - bulk assortment is perfect for snacks, office, classrooms, parties, holidays, gift baskets, college care packages, and movie nights
Bullet Point 4: Gift One To: Friends, Family, Military, Students, Co-workers, Teens, Toddlers, Boyfriend, Girlfriend, Friend, Son, Daughter, Yourself, Women, Men, Inmates, Pregnancy, Mother, Father, Dad, Boss, Teacher, Kid, Husband, Wife, Grandchild, Grandson, Granddaughter, Grandmother, Grandfather, Grandma, Grandpa, Niece, Nephew, Aunt, Uncle, Cousin, Classmate, Loved one, Someone special, Fiancé, or a Buddy
Product Description: Includes 10 Original, 6 Ranch, 4 BBQ, and 4 Chile Picante con Limon (1.7 Ounce)
Value: 40.8
Unit: Ounce
",https://m.media-amazon.com/images/I/71xLae7bMtL.jpg,13.79
22981,283067,"Item Name: Davidson's Organics, Decaffeinated Spiced Raspberry, 8-count Tea Bags, Pack of 12
Bullet Point 1: Decaffeinated Spiced Raspberry combines the essence of ripe raspberries with aromatic spices and a robust base of decaffeinated black tea. Davidson's Decaffeinated Spiced Raspberry is a full-bodied, cinnamon raspberry black tea brew, as rich as its caffeinated counterpart.
Bullet Point 2: LEAF TO CUP: From our farms in India to your family, Davidson’s Organics is a vertically integrated provider of premium teas at affordable prices. We grow, import, blend, package, and sell - overseeing the entire journey of our tea from the leaf cuttings to the infusion in your cup.
Bullet Point 3: ALWAYS ORGANIC: Davidson’s Organics is a 3rd generation organic tea grower delivering on its promise of providing top-notch USDA certified organic teas. Our teas are grown non-GMO & free from harmful chemicals and pesticides. We are responsibly sourced and sustainably farmed. We believe in the holistic health of our farms, farmers, plants & animals.
Bullet Point 4: A CUP OF WELLNESS: Davidson’s offers a diverse selection of tea blends for the most discerning palates. From loose leaves to tea bags & iced, and from ayurvedic to herbal, our organic teas deliver the perfect pick me up or a restful respite. Enjoy our balanced tea blends for optimal health and sipping pleasure.
Bullet Point 5: TRUST OUR TEA: Davidson's Organics was the first purveyor of fine organic teas. Since 1976, we’ve worked tirelessly to develop blends that are true reflections of their names, while being committed to sourcing healthy ingredients grown by generations of skilled small farmers. Enjoy Davidson's Organics, the organic tea that sets the standards for the highest quality.
Value: 5.52
Unit: ounce
",https://m.media-amazon.com/images/I/61lSLsJdRXL.jpg,35.96
29625,139000,"Item Name: Barilla Red Lentil Penne Pasta, 8.8 oz - Vegan, Gluten Free, Non GMO & Kosher - Made with Plant Based Protein
Bullet Point 1: Barilla Red Lentil Pasta is made with just one simple ingredient, red lentil flour, and is a great source of plant based protein and dietary fiber—no gums or other additives
Bullet Point 2: Contains one 8.8-ounce box of Barilla Red Lentil Penne pasta
Bullet Point 3: Contains 25g protein and 11g fiber per 3.5-ounce serving, all with delicious red lentil flavor that pairs well with tomato-based pasta sauce, pesto sauce or other pasta sauces
Bullet Point 4: Barilla Red Lentil Pasta is a vegan pasta that is Kosher certified, naturally gluten free and is Non-GMO Project Verified
Bullet Point 5: Boil 4-6 quarts of salted water, add pasta and boil for 8 minutes (add 1-2 extra minutes for more tender pasta), drain and top with your favorite Barilla pasta sauce
Value: 8.8
Unit: oz
",https://m.media-amazon.com/images/I/71yYNul-5GL.jpg,1.7950000000000002
70525,178458,"Item Name: Mezzetta Pepper Banana Swt Slc
Value: 2.0
Unit: Count
",https://m.media-amazon.com/images/I/61zmZScYaCL.jpg,4.19
58250,295461,"Item Name: Starwest Botanicals Chili Pepper Powder 160K H.U. 1 Pound
Product Description: Chili Pepper Powder 160,000 H.U.
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/913L0rtESmL.jpg,31.39
19515,285249,"Item Name: Newman's Own Organic, Raisin, 6 oz
Bullet Point 1: Made with certified organic ingredients; contains no sulfites
Bullet Point 2: Excellent source of dietary fiber
Bullet Point 3: A naturally sweet, healthy addition to breakfast cereals, rice pilafs, salads, and more
Bullet Point 4: Product of the USA
Bullet Point 5: Product of the USA
Value: 6.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91mz26+8isL.jpg,5.48
36674,174633,"Item Name: Bigelow Tea Constant Comment Decaf 20 Bags (Pack of 16)
Value: 320.0
Unit: Count
",https://m.media-amazon.com/images/I/618mT2ogIJL.jpg,3.49
40347,260925,"Item Name: Ocean Spray, Cran-Raspberry Juice Drink, 10 Fl Oz Bottles, 6 Pack
Bullet Point 1: convenient 10oz to go serving
Bullet Point 2: no artificial flavors, sweeteners, or preservatives
Bullet Point 3: no high fructose corn syrup
Bullet Point 4: country of origin: united states
Bullet Point 5: Specialty: Gluten Free
Value: 60.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/81fLCR2lOcL.jpg,5.19
51792,249769,"Item Name: Pillsbury Creamy Supreme Coconut Pecan Frosting 15 Oz (Pack of 3)
Bullet Point: 3 cans of Pillsbury Creamy Supreme Coconut Pecan Frosting 15 oz
Product Description: Ingredients Sugar, water, partially hydrogenated vegetable oil (soybean and cottonseed oil), dextrose, coconut with sodium bisulfite added to protect color, corn syrup, roasted pecans with acetylated monoglycerides added to protect flavor, contains 2% or less of each of the following: corn starch, salt, mono- and diglycerides, artificial flavor, wheat flour, pectin, potassium sorbate (preservative), color added including yellow 5 and red 40, polysorbate 60
Value: 45.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61QMxdkhqNL.jpg,6.505
9209,110188,"Item Name: Papua New Guinea Coffee, Whole Bean, Fair Trade, Fresh Roasted, 5 lbs
Bullet Point 1: Papua New Guinea Coffee displays a pungent, mango and papaya fruitiness in the aroma with a clean full-bodied flavor and is sweet and floral.
Bullet Point 2: TESTED FOR MOLD, QUALITY AND SAFETY: Our coffee undergoes rigorous phytosanitary testing before export and lab analysis upon arrival to check for mycotoxins and mold. We then roasted at over 400°F, this meticulous process guarantees a fresh, safe, and impurity-free coffee experience.
Bullet Point 3: Papua New Guinea Coffee displays a pungent, mango and papaya fruitiness in the aroma with a clean full-bodied flavor and is sweet and floral.
Bullet Point 4: Seedlings are from Jamaican Blue Mountain that recall the original flavor.
Bullet Point 5: Medium roasted whole beans allowing the true flavor characteristic to come through for a remarkable taste.
Bullet Point 6: 100% Customer Satisfaction Guaranteed.
Product Description: <p> <strong>Papua New Guinea Coffee</strong> original seedlings were from Jamaican Blue Mountain coffee planted in 1927. The local conditions were very favorable to the Jamaican coffee beans and produced a complete, complex cup that recalls the old Blue Mountain style. </p> <p> <strong>Volcanica Coffee</strong> is a specialty importer and retailer of exotic gourmet coffee beans that is committed to offering only the finest quality coffee from volcanic regions around the world that are wonderfully exotic and remarkable in taste. 100% customer satisfaction guaranteed. </p>
Value: 80.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71brV+lqbRL.jpg,128.2
2974,154221,"Item Name: Meant to Bee' Ceramic Honey Pot with Wooden Dipper - Total 24 sets
Value: 24.0
Unit: Count
",https://m.media-amazon.com/images/I/51n7kIwTBTL.jpg,66.7
6501,13368,"Item Name: Brach's Candy Corn (66 Oz.)
Bullet Point 1: Classic candy Corn
Bullet Point 2: Great for snacking and crafting projects
Bullet Point 3: Resealable bag to keep product fresh
Bullet Point 4: 4 pounds of traditional candy Corn 9.5"" X 7.5"" X 3.75""
Bullet Point 5: Made with real honey
Value: 66.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71OIhyRTp7L.jpg,6.48
47736,66488,"Item Name: De Cecco Pasta, Rigatoni,16 oz (Pack of 12)
Bullet Point: De Cecco Pasta, Rigatoni,16 oz (Pack of 12)
Value: 192.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/81plP7nkA2L.jpg,38.025000000000006
19255,174162,"Item Name: Food to Live - Raw Brazil Nuts, 4 Pounds Non-GMO Verified, Raw, Whole, No Shell, Unsalted, Kosher, Vegan, Keto and Paleo Friendly, Bulk, Good Source of Selenium, Low Sodium and Low Carb Food.
Bullet Point 1: ✔️Brazil Nuts from Food to Live are 100% natural, and are ready to eat and make a great snack.
Bullet Point 2: ✔️Their deliciously rich flavor makes Brazil nuts an excellent addition to desserts and other dishes.
Bullet Point 3: ✔️Food to Live Brazil nuts are shelled and raw, you can roast and flavor them to your taste.
Bullet Point 4: ✔️Wonderful source of selenium and many essential minerals, these nuts are great for you.
Bullet Point 5: ✔️Packed in a resealable bag that will keep your Brazil nuts fresh for many months.
Product Description: Brazil nuts are full of flavor and nutrients. You can snack on them raw at any time, even if you are on a diet. These delicious nuts are packed with dietary fiber and proteins. Nutritional Value Our Brazil nuts are of the highest quality and full of essential nutrients, such as vitamin E, copper, and magnesium. They are also the best source of selenium, one of the most potent natural antioxidants. 3-4 nuts are enough to meet your daily requirement of this precious mineral. Directions Food to Live Whole Brazil Nuts can be eaten raw, sprinkled over fruit or vegetable salads, and added to soups and vegetable dishes. They taste exceptionally well in desserts and confections. This product is processed in a facility that also processes wheat. WARNING: Contains Tree Nuts!
Value: 64.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81JNynLhQwL.jpg,65.27
58755,166307,"Item Name: Parsley Flakes – 12 oz
Value: 48.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/61TYvASaAbL.jpg,20.6
23603,56217,"Item Name: Food to Live Organic Dry Roasted Whole Almonds with Himalayan Salt, 2 Pounds Non-GMO, Oven Roasted, Lightly Salted, No Oil Added, Vegan, Kosher. High in Protein and Essential Fatty Acids. Great Snack
Bullet Point 1: ✔️ORGANIC & NON-GMO: Food to Live California Almonds are USDA Organic and Non-GMO. They’re Kosher, and suitable for various diets including keto and vegan.
Bullet Point 2: ✔️OVEN-ROASTED & NO OIL ADDED: Roasted to perfection with absolutely no oil added, California Almonds are crunchy and present with a distinct nutty flavor.
Bullet Point 3: ✔️LIGHTLY SALTED WITH HIMALAYAN SALT: Our Organic Roasted California Almonds are salted with Himalayan Pink Salt, which on its own has an outstanding nutritional profile.
Bullet Point 4: ✔️HIGHLY NUTRITIOUS: Roasted and Salted Almonds by Food to Live are a great source of Potassium, Phosphorus, Iron, Calcium, and Magnesium. They’re also rich in vitamins B and E.
Bullet Point 5: ✔️SNACK & INGREDIENT: Roasted Almonds is a perfect snack that will satisfy your salty food craving. Use it as an ingredient in baking, as a topping for salads, porridge, and even meat.
Value: 32.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71Fl-fEl2yL.jpg,34.51
11042,277748,"Item Name: Pamela's Products Gluten Free Organic Cookies, Dark Chocolate, 5.29-Ounce Boxes (Pack of 6)
Bullet Point 1: Contains 6 - 5.29 ounce boxes
Bullet Point 2: Rich, crunchy dark chocolate cookies filled with chocolate chunks; 9 cookies per box
Bullet Point 3: Certified gluten-free by the GFCO, made in a dedicated gluten-free facility, and Kosher Certified (dairy equipment)
Bullet Point 4: Gluten-Free, Wheat-Free, Non-dairy, made with premium ingredients no artificial additives, no hydrogenated oils or trans fats, no corn syrup, and low in sodium
Bullet Point 5: Made with 78% organic ingredients
Value: 31.74
Unit: Ounce
",https://m.media-amazon.com/images/I/71gCEzl0OcL.jpg,7.74
20735,289045,"Item Name: Homebrew Cream (Soda) Concentrated Extract, 2-Ounce Boxes (Pack of 3)
Value: 6.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/91J9m2alr6S.jpg,8.95
10638,287234,"Item Name: Sqwincher Fast Pack Liquid Concentrate, Cherry, .6 fl oz (4 Packs of 50)
Bullet Point 1: ELECTROLYTE REPLENISHMENT - Helps replenish fluids and electrolytes lost during physical work, exercise, or illness, or following exposure to extreme heat to help prevent dehydration
Bullet Point 2: Pack IS YOUR CUP, just add water to the fill line
Bullet Point 3: LOW SODIUM
Bullet Point 4: GLUTEN FREE
Bullet Point 5: Each Fast Pack yields 6 fl oz of Sqwincher
Value: 200.0
Unit: Count
",https://m.media-amazon.com/images/I/81wCSF0urJL.jpg,82.95
